Crime_ID,City,Latitude,Longitude,Crime_Type,Date,Year,Month,Day_of_Week,Hour,Area_Type,Safety_Score,Police_Response_Time,Status
CR003013,Mumbai,19.0293,72.9229,Robbery,2025-07-26,2025,7,Saturday,8,Commercial,3.1,36,Resolved
CR003014,Mumbai,19.0994,72.9189,Burglary,2024-06-06,2024,6,Thursday,16,Residential,2.7,9,Under Investigation
CR003015,Kolkata,22.6018,88.3572,Theft,2024-06-15,2024,6,Saturday,18,Commercial,3.1,29,Under Investigation
CR003016,Jaipur,26.9533,75.7977,Domestic Violence,2024-11-02,2024,11,Saturday,15,Industrial,4.5,44,Under Investigation
CR003017,Ahmedabad,23.0088,72.5523,Robbery,2024-05-28,2024,5,Tuesday,21,Commercial,4.3,34,Resolved
CR003018,Kolkata,22.614,88.3463,Domestic Violence,2025-05-01,2025,5,Thursday,15,Commercial,3.5,32,Resolved
CR003019,Mumbai,19.0556,72.8971,Domestic Violence,2025-07-05,2025,7,Saturday,17,Industrial,2.9,27,Under Investigation
CR003020,Pune,18.5138,73.8432,Assault,2025-01-30,2025,1,Thursday,2,Residential,3.4,24,Resolved
CR003021,Hyderabad,17.4127,78.4698,Assault,2024-12-19,2024,12,Thursday,16,Mixed,2.4,24,Under Investigation
CR003022,Hyderabad,17.3389,78.4898,Assault,2024-03-21,2024,3,Thursday,18,Commercial,3.2,41,Under Investigation
CR003023,Kolkata,22.6028,88.3229,Assault,2024-05-25,2024,5,Saturday,14,Mixed,3.5,22,Resolved
CR003024,Ahmedabad,22.9735,72.5505,Theft,2024-03-14,2024,3,Thursday,22,Commercial,3.0,12,Under Investigation
CR003025,Pune,18.5063,73.858,Robbery,2025-10-23,2025,10,Thursday,15,Commercial,3.9,36,Under Investigation
CR003026,Delhi,28.5914,77.2321,Assault,2024-07-26,2024,7,Friday,18,Industrial,2.1,42,Under Investigation
CR003027,Ahmedabad,23.0139,72.5518,Fraud,2025-06-18,2025,6,Wednesday,23,Mixed,2.5,40,Under Investigation
CR003028,Chennai,13.1069,80.3192,Theft,2025-07-13,2025,7,Sunday,15,Residential,4.0,42,Open
CR003029,Bangalore,12.998,77.6413,Theft,2025-05-13,2025,5,Tuesday,10,Residential,3.4,5,Under Investigation
CR003030,Lucknow,26.8626,80.9317,Fraud,2024-05-12,2024,5,Sunday,18,Residential,5.0,36,Resolved
CR003031,Kolkata,22.5659,88.3309,Robbery,2025-06-01,2025,6,Sunday,10,Commercial,2.3,11,Resolved
CR003032,Hyderabad,17.4096,78.5117,Theft,2025-10-15,2025,10,Wednesday,17,Commercial,2.7,22,Resolved
CR003033,Pune,18.5584,73.8973,Robbery,2024-04-18,2024,4,Thursday,17,Industrial,4.8,12,Resolved
CR003034,Pune,18.5067,73.8908,Assault,2023-12-30,2023,12,Saturday,17,Residential,4.8,42,Resolved
CR003035,Hyderabad,17.3537,78.4977,Theft,2024-07-21,2024,7,Sunday,18,Mixed,3.8,35,Resolved
CR003036,Delhi,28.6448,77.2203,Assault,2024-01-08,2024,1,Monday,22,Commercial,2.1,10,Resolved
CR003037,Bangalore,12.9658,77.6148,Assault,2024-12-28,2024,12,Saturday,13,Residential,4.2,33,Resolved
CR003038,Pune,18.526,73.8592,Domestic Violence,2024-11-29,2024,11,Friday,8,Residential,3.5,43,Resolved
CR003039,Bangalore,12.9241,77.5707,Robbery,2024-04-12,2024,4,Friday,13,Commercial,2.3,11,Resolved
CR003040,Lucknow,26.8624,80.9293,Assault,2024-03-09,2024,3,Saturday,7,Residential,4.3,30,Resolved
CR003041,Bangalore,13.0087,77.5796,Burglary,2025-08-03,2025,8,Sunday,12,Commercial,4.5,7,Resolved
CR003042,Chennai,13.0449,80.2522,Assault,2025-10-04,2025,10,Saturday,14,Industrial,3.4,16,Resolved
CR003043,Ahmedabad,22.9872,72.5466,Robbery,2025-10-27,2025,10,Monday,23,Industrial,2.5,34,Resolved
CR003044,Lucknow,26.8396,80.9836,Vandalism,2024-01-30,2024,1,Tuesday,13,Residential,3.8,10,Under Investigation
CR003045,Mumbai,19.0413,72.8741,Theft,2025-01-18,2025,1,Saturday,5,Commercial,4.0,6,Resolved
CR003046,Lucknow,26.8247,80.9473,Fraud,2024-03-29,2024,3,Friday,12,Commercial,2.4,44,Resolved
CR003047,Chennai,13.1179,80.2604,Assault,2023-12-18,2023,12,Monday,14,Residential,3.9,33,Under Investigation
CR003048,Hyderabad,17.3784,78.5139,Domestic Violence,2025-03-13,2025,3,Thursday,11,Residential,4.8,14,Under Investigation
CR003049,Kolkata,22.6111,88.3257,Theft,2023-11-18,2023,11,Saturday,8,Residential,3.4,27,Resolved
CR003050,Lucknow,26.8687,80.9782,Assault,2024-02-12,2024,2,Monday,17,Residential,3.0,10,Under Investigation
CR003051,Mumbai,19.0499,72.8277,Domestic Violence,2025-04-09,2025,4,Wednesday,19,Commercial,2.7,24,Under Investigation
CR003052,Lucknow,26.8565,80.9651,Assault,2023-12-01,2023,12,Friday,7,Commercial,3.8,18,Under Investigation
CR003053,Chennai,13.0958,80.2337,Theft,2025-09-14,2025,9,Sunday,6,Commercial,4.7,27,Under Investigation
CR003054,Delhi,28.6237,77.2124,Theft,2025-07-16,2025,7,Wednesday,21,Mixed,3.3,22,Resolved
CR003055,Delhi,28.6087,77.2457,Theft,2025-08-24,2025,8,Sunday,12,Industrial,4.2,6,Under Investigation
CR003056,Mumbai,19.0591,72.8862,Burglary,2024-02-09,2024,2,Friday,19,Industrial,2.2,8,Under Investigation
CR003057,Pune,18.535,73.8624,Domestic Violence,2024-04-24,2024,4,Wednesday,13,Residential,4.4,6,Under Investigation
CR003058,Bangalore,12.9488,77.5742,Robbery,2025-04-15,2025,4,Tuesday,8,Industrial,3.0,38,Under Investigation
CR003059,Mumbai,19.0826,72.8313,Theft,2024-06-20,2024,6,Thursday,18,Residential,4.4,40,Under Investigation
CR003060,Delhi,28.5889,77.1725,Domestic Violence,2025-05-04,2025,5,Sunday,10,Commercial,3.9,44,Resolved
CR003061,Delhi,28.654,77.2528,Robbery,2024-06-20,2024,6,Thursday,12,Commercial,4.4,24,Resolved
CR003062,Chennai,13.0684,80.2359,Domestic Violence,2025-07-21,2025,7,Monday,14,Commercial,3.0,24,Open
CR003063,Kolkata,22.5566,88.3656,Assault,2025-02-11,2025,2,Tuesday,11,Commercial,3.8,22,Under Investigation
CR003064,Chennai,13.085,80.2913,Assault,2025-09-03,2025,9,Wednesday,13,Mixed,2.1,38,Resolved
CR003065,Mumbai,19.1053,72.9019,Assault,2025-05-06,2025,5,Tuesday,20,Industrial,4.0,15,Under Investigation
CR003066,Mumbai,19.0496,72.8597,Assault,2024-11-18,2024,11,Monday,22,Commercial,3.6,9,Open
CR003067,Hyderabad,17.3676,78.4706,Domestic Violence,2025-02-12,2025,2,Wednesday,19,Mixed,4.8,41,Resolved
CR003068,Jaipur,26.9111,75.798,Fraud,2025-04-28,2025,4,Monday,14,Commercial,3.2,34,Resolved
CR003069,Pune,18.5125,73.8799,Theft,2024-11-16,2024,11,Saturday,22,Residential,4.4,5,Resolved
CR003070,Lucknow,26.8637,80.9783,Theft,2024-06-27,2024,6,Thursday,14,Industrial,4.0,37,Resolved
CR003071,Ahmedabad,23.0282,72.5299,Theft,2025-01-03,2025,1,Friday,13,Residential,2.6,34,Open
CR003072,Jaipur,26.9378,75.741,Burglary,2024-06-14,2024,6,Friday,6,Mixed,2.8,16,Resolved
CR003073,Pune,18.5453,73.8131,Theft,2024-09-21,2024,9,Saturday,13,Mixed,4.1,24,Under Investigation
CR003074,Mumbai,19.0808,72.858,Burglary,2024-08-12,2024,8,Monday,18,Commercial,4.2,14,Resolved
CR003075,Jaipur,26.9294,75.7594,Burglary,2025-06-05,2025,6,Thursday,10,Mixed,2.8,17,Open
CR003076,Kolkata,22.5545,88.3217,Domestic Violence,2025-03-22,2025,3,Saturday,16,Commercial,2.4,13,Under Investigation
CR003077,Lucknow,26.8791,80.9744,Domestic Violence,2025-05-24,2025,5,Saturday,10,Commercial,4.9,38,Under Investigation
CR003078,Pune,18.4922,73.8125,Fraud,2025-03-01,2025,3,Saturday,21,Commercial,3.9,44,Resolved
CR003079,Mumbai,19.076,72.9088,Assault,2024-05-27,2024,5,Monday,23,Industrial,5.0,7,Resolved
CR003080,Hyderabad,17.4259,78.5271,Domestic Violence,2024-06-27,2024,6,Thursday,18,Residential,2.6,22,Resolved
CR003081,Hyderabad,17.3828,78.4932,Assault,2024-08-07,2024,8,Wednesday,10,Residential,2.9,42,Under Investigation
CR003082,Delhi,28.5903,77.18,Fraud,2024-02-04,2024,2,Sunday,17,Commercial,2.7,18,Resolved
CR003083,Mumbai,19.0381,72.8732,Robbery,2024-01-11,2024,1,Thursday,17,Residential,4.9,11,Under Investigation
CR003084,Pune,18.5068,73.8093,Theft,2024-09-08,2024,9,Sunday,16,Residential,3.2,31,Resolved
CR003085,Lucknow,26.8713,80.9082,Domestic Violence,2024-07-13,2024,7,Saturday,12,Industrial,4.4,32,Under Investigation
CR003086,Ahmedabad,23.0168,72.5754,Robbery,2024-09-28,2024,9,Saturday,14,Mixed,2.6,38,Under Investigation
CR003087,Delhi,28.5923,77.1671,Domestic Violence,2025-02-02,2025,2,Sunday,15,Mixed,3.9,38,Resolved
CR003088,Jaipur,26.8759,75.7923,Theft,2024-01-02,2024,1,Tuesday,13,Mixed,3.2,35,Resolved
CR003089,Hyderabad,17.3954,78.4774,Theft,2024-04-22,2024,4,Monday,18,Commercial,3.2,7,Resolved
CR003090,Bangalore,12.9829,77.6366,Theft,2024-04-12,2024,4,Friday,18,Residential,2.2,28,Resolved
CR003091,Hyderabad,17.4339,78.5084,Murder,2025-08-29,2025,8,Friday,15,Industrial,3.9,14,Resolved
CR003092,Ahmedabad,23.0026,72.5725,Domestic Violence,2024-01-14,2024,1,Sunday,23,Mixed,2.2,37,Resolved
CR003093,Bangalore,12.9539,77.584,Fraud,2024-12-08,2024,12,Sunday,15,Residential,2.7,44,Resolved
CR003094,Jaipur,26.9588,75.7504,Assault,2024-02-04,2024,2,Sunday,15,Mixed,4.0,5,Under Investigation
CR003095,Kolkata,22.6029,88.3261,Domestic Violence,2025-02-24,2025,2,Monday,11,Industrial,2.1,13,Resolved
CR003096,Bangalore,12.9386,77.5551,Robbery,2023-11-02,2023,11,Thursday,14,Residential,2.5,39,Under Investigation
CR003097,Pune,18.473,73.8281,Assault,2025-06-29,2025,6,Sunday,3,Mixed,2.9,34,Resolved
CR003098,Ahmedabad,23.0507,72.5676,Vandalism,2025-10-28,2025,10,Tuesday,20,Mixed,3.5,5,Open
CR003099,Ahmedabad,22.9747,72.5987,Theft,2025-05-03,2025,5,Saturday,16,Commercial,4.5,15,Resolved
CR003100,Lucknow,26.8215,80.9236,Domestic Violence,2024-05-24,2024,5,Friday,8,Mixed,2.3,38,Resolved
CR003101,Jaipur,26.9562,75.8276,Fraud,2025-07-12,2025,7,Saturday,15,Residential,2.8,6,Resolved
CR003102,Kolkata,22.536,88.3163,Theft,2025-06-02,2025,6,Monday,17,Commercial,2.7,24,Resolved
CR003103,Kolkata,22.5368,88.4024,Burglary,2025-08-06,2025,8,Wednesday,9,Residential,5.0,24,Resolved
CR003104,Bangalore,13.0193,77.5516,Robbery,2024-06-08,2024,6,Saturday,23,Residential,3.8,33,Under Investigation
CR003105,Jaipur,26.9109,75.8169,Assault,2024-11-22,2024,11,Friday,21,Residential,3.9,28,Resolved
CR003106,Lucknow,26.8035,80.924,Theft,2024-02-05,2024,2,Monday,16,Mixed,4.1,34,Resolved
CR003107,Chennai,13.1076,80.2932,Assault,2025-04-09,2025,4,Wednesday,14,Industrial,2.4,38,Resolved
CR003108,Jaipur,26.9444,75.7756,Assault,2025-01-08,2025,1,Wednesday,17,Commercial,4.2,16,Under Investigation
CR003109,Hyderabad,17.3754,78.44,Theft,2025-02-22,2025,2,Saturday,14,Industrial,4.5,29,Under Investigation
CR003110,Hyderabad,17.43,78.5043,Domestic Violence,2023-12-26,2023,12,Tuesday,7,Residential,4.1,43,Resolved
CR003111,Kolkata,22.5657,88.4012,Domestic Violence,2025-06-19,2025,6,Thursday,16,Commercial,4.7,16,Open
CR003112,Chennai,13.1076,80.3073,Burglary,2024-05-01,2024,5,Wednesday,16,Commercial,2.5,23,Open
CR003113,Delhi,28.5894,77.1621,Burglary,2024-10-18,2024,10,Friday,16,Mixed,4.2,36,Under Investigation
CR003114,Delhi,28.5668,77.2371,Robbery,2023-11-30,2023,11,Thursday,11,Residential,4.2,43,Resolved
CR003115,Ahmedabad,23.0038,72.569,Assault,2025-01-20,2025,1,Monday,17,Mixed,4.3,39,Resolved
CR003116,Mumbai,19.0904,72.9079,Burglary,2024-09-29,2024,9,Sunday,13,Residential,4.5,29,Under Investigation
CR003117,Lucknow,26.8676,80.9481,Vandalism,2024-01-27,2024,1,Saturday,13,Commercial,2.5,43,Resolved
CR003118,Chennai,13.0336,80.2404,Theft,2024-07-30,2024,7,Tuesday,20,Residential,4.0,13,Under Investigation
CR003119,Hyderabad,17.419,78.5329,Theft,2025-02-28,2025,2,Friday,13,Commercial,2.3,30,Under Investigation
CR003120,Bangalore,12.9391,77.6098,Assault,2024-12-16,2024,12,Monday,14,Industrial,4.5,20,Resolved
CR003121,Pune,18.5626,73.8199,Vandalism,2024-07-28,2024,7,Sunday,11,Mixed,4.3,44,Resolved
CR003122,Ahmedabad,23.0351,72.6007,Robbery,2023-11-06,2023,11,Monday,19,Industrial,3.6,32,Resolved
CR003123,Hyderabad,17.3586,78.4631,Theft,2023-12-13,2023,12,Wednesday,16,Industrial,3.1,22,Open
CR003124,Kolkata,22.5565,88.3181,Burglary,2024-11-22,2024,11,Friday,22,Commercial,3.9,34,Resolved
CR003125,Pune,18.5057,73.8406,Fraud,2024-12-22,2024,12,Sunday,12,Mixed,3.7,34,Resolved
CR003126,Chennai,13.0673,80.2846,Theft,2024-10-02,2024,10,Wednesday,19,Residential,4.9,22,Resolved
CR003127,Hyderabad,17.3784,78.4709,Theft,2025-01-16,2025,1,Thursday,7,Industrial,4.1,24,Resolved
CR003128,Hyderabad,17.3994,78.5087,Assault,2025-09-28,2025,9,Sunday,18,Mixed,4.2,27,Resolved
CR003129,Delhi,28.656,77.2142,Assault,2025-03-13,2025,3,Thursday,18,Commercial,4.2,37,Under Investigation
CR003130,Ahmedabad,23.0441,72.5316,Assault,2024-05-20,2024,5,Monday,15,Residential,3.9,11,Under Investigation
CR003131,Pune,18.532,73.8914,Burglary,2025-01-25,2025,1,Saturday,22,Residential,4.5,31,Resolved
CR003132,Lucknow,26.849,80.8998,Theft,2024-01-15,2024,1,Monday,17,Residential,4.8,13,Resolved
CR003133,Delhi,28.6209,77.1657,Theft,2024-12-13,2024,12,Friday,12,Mixed,3.2,33,Open
CR003134,Chennai,13.1068,80.3125,Domestic Violence,2025-09-18,2025,9,Thursday,17,Industrial,4.7,11,Resolved
CR003135,Kolkata,22.5396,88.3376,Vandalism,2024-08-28,2024,8,Wednesday,11,Industrial,2.1,39,Under Investigation
CR003136,Bangalore,12.931,77.5999,Assault,2025-05-20,2025,5,Tuesday,21,Residential,4.4,9,Under Investigation
CR003137,Delhi,28.5949,77.2013,Assault,2025-07-10,2025,7,Thursday,12,Residential,4.0,20,Resolved
CR003138,Pune,18.482,73.8785,Theft,2024-02-13,2024,2,Tuesday,18,Mixed,2.0,5,Resolved
CR003139,Ahmedabad,23.0637,72.5371,Burglary,2025-05-26,2025,5,Monday,12,Industrial,4.8,16,Resolved
CR003140,Pune,18.4924,73.8243,Burglary,2025-01-09,2025,1,Thursday,12,Industrial,3.2,15,Resolved
CR003141,Ahmedabad,22.9792,72.5277,Theft,2025-09-12,2025,9,Friday,18,Commercial,2.2,11,Resolved
CR003142,Jaipur,26.8931,75.836,Assault,2025-06-16,2025,6,Monday,18,Industrial,3.1,23,Resolved
CR003143,Chennai,13.0525,80.2291,Burglary,2025-05-27,2025,5,Tuesday,18,Residential,4.5,10,Under Investigation
CR003144,Lucknow,26.8602,80.9595,Theft,2024-06-18,2024,6,Tuesday,14,Industrial,3.3,25,Resolved
CR003145,Mumbai,19.0505,72.8959,Fraud,2024-05-31,2024,5,Friday,13,Industrial,2.7,19,Under Investigation
CR003146,Jaipur,26.9372,75.7668,Assault,2025-10-15,2025,10,Wednesday,9,Mixed,4.8,30,Resolved
CR003147,Mumbai,19.1233,72.9096,Theft,2024-08-26,2024,8,Monday,20,Industrial,4.7,35,Resolved
CR003148,Pune,18.5376,73.8578,Vandalism,2024-09-25,2024,9,Wednesday,18,Commercial,4.5,16,Under Investigation
CR003149,Ahmedabad,22.9841,72.5742,Assault,2024-01-14,2024,1,Sunday,14,Commercial,4.3,19,Resolved
CR003150,Lucknow,26.8083,80.9319,Robbery,2024-10-24,2024,10,Thursday,20,Residential,2.5,17,Open
CR003151,Hyderabad,17.338,78.5153,Robbery,2025-04-22,2025,4,Tuesday,16,Industrial,4.6,37,Resolved
CR003152,Pune,18.5578,73.8805,Burglary,2025-10-06,2025,10,Monday,15,Industrial,2.6,23,Open
CR003153,Kolkata,22.5473,88.3349,Theft,2024-12-17,2024,12,Tuesday,20,Industrial,3.5,19,Resolved
CR003154,Kolkata,22.6193,88.3743,Domestic Violence,2024-11-19,2024,11,Tuesday,14,Industrial,3.0,30,Resolved
CR003155,Pune,18.5696,73.83,Assault,2024-12-24,2024,12,Tuesday,14,Industrial,2.5,33,Resolved
CR003156,Bangalore,12.9773,77.6128,Assault,2024-04-30,2024,4,Tuesday,21,Residential,3.8,7,Resolved
CR003157,Kolkata,22.5981,88.3636,Assault,2024-03-30,2024,3,Saturday,9,Industrial,4.1,9,Under Investigation
CR003158,Ahmedabad,23.0308,72.614,Domestic Violence,2025-05-31,2025,5,Saturday,12,Industrial,2.1,20,Resolved
CR003159,Mumbai,19.0582,72.8446,Theft,2025-09-13,2025,9,Saturday,15,Residential,4.3,9,Resolved
CR003160,Mumbai,19.0548,72.8333,Assault,2024-11-05,2024,11,Tuesday,10,Residential,2.5,39,Under Investigation
CR003161,Bangalore,13.0024,77.622,Theft,2025-05-09,2025,5,Friday,11,Mixed,2.3,10,Resolved
CR003162,Lucknow,26.8094,80.9155,Robbery,2024-03-05,2024,3,Tuesday,13,Commercial,4.0,35,Under Investigation
CR003163,Ahmedabad,23.0079,72.592,Theft,2025-04-09,2025,4,Wednesday,12,Commercial,4.1,31,Open
CR003164,Pune,18.5345,73.8544,Assault,2024-08-30,2024,8,Friday,23,Industrial,4.7,6,Under Investigation
CR003165,Chennai,13.1154,80.2454,Theft,2025-05-17,2025,5,Saturday,19,Commercial,3.8,25,Resolved
CR003166,Delhi,28.6519,77.1735,Theft,2025-04-18,2025,4,Friday,9,Mixed,3.6,40,Open
CR003167,Pune,18.4814,73.8501,Burglary,2024-11-03,2024,11,Sunday,10,Residential,3.7,28,Under Investigation
CR003168,Bangalore,12.9625,77.6186,Fraud,2024-07-21,2024,7,Sunday,8,Residential,2.9,36,Resolved
CR003169,Ahmedabad,23.0538,72.5516,Theft,2025-09-20,2025,9,Saturday,9,Mixed,3.1,32,Open
CR003170,Bangalore,12.9671,77.6193,Theft,2025-09-13,2025,9,Saturday,23,Industrial,2.2,43,Resolved
CR003171,Jaipur,26.9417,75.7753,Assault,2024-10-26,2024,10,Saturday,19,Mixed,3.2,28,Under Investigation
CR003172,Hyderabad,17.3369,78.4481,Assault,2024-12-11,2024,12,Wednesday,19,Commercial,4.2,19,Resolved
CR003173,Chennai,13.1216,80.2739,Theft,2024-04-30,2024,4,Tuesday,11,Residential,3.6,12,Resolved
CR003174,Chennai,13.1133,80.2267,Theft,2024-03-23,2024,3,Saturday,11,Mixed,3.8,26,Under Investigation
CR003175,Pune,18.5613,73.8798,Theft,2025-09-19,2025,9,Friday,20,Mixed,2.4,34,Resolved
CR003176,Ahmedabad,23.0444,72.6117,Assault,2024-12-23,2024,12,Monday,22,Mixed,3.6,39,Under Investigation
CR003177,Pune,18.4732,73.8538,Theft,2025-04-16,2025,4,Wednesday,15,Industrial,3.6,33,Resolved
CR003178,Kolkata,22.5476,88.3755,Assault,2025-06-11,2025,6,Wednesday,20,Commercial,4.7,27,Under Investigation
CR003179,Delhi,28.6267,77.1971,Domestic Violence,2025-07-02,2025,7,Wednesday,13,Commercial,3.2,24,Resolved
CR003180,Pune,18.4929,73.8659,Assault,2025-09-22,2025,9,Monday,11,Mixed,3.2,9,Resolved
CR003181,Bangalore,13.0062,77.5678,Domestic Violence,2024-03-09,2024,3,Saturday,18,Residential,2.8,30,Resolved
CR003182,Chennai,13.0775,80.2729,Fraud,2024-03-09,2024,3,Saturday,11,Industrial,4.2,10,Open
CR003183,Ahmedabad,23.018,72.5961,Fraud,2024-04-13,2024,4,Saturday,23,Commercial,3.6,7,Open
CR003184,Hyderabad,17.4255,78.5169,Theft,2025-02-24,2025,2,Monday,18,Industrial,3.4,20,Under Investigation
CR003185,Delhi,28.6385,77.1854,Fraud,2025-05-24,2025,5,Saturday,17,Commercial,3.4,11,Resolved
CR003186,Mumbai,19.067,72.8991,Assault,2024-12-30,2024,12,Monday,15,Residential,3.6,20,Under Investigation
CR003187,Bangalore,13.0031,77.5526,Domestic Violence,2024-07-31,2024,7,Wednesday,0,Mixed,2.7,20,Resolved
CR003188,Hyderabad,17.3673,78.449,Robbery,2023-12-27,2023,12,Wednesday,20,Commercial,2.1,34,Resolved
CR003189,Pune,18.5434,73.8326,Domestic Violence,2024-03-28,2024,3,Thursday,15,Mixed,4.3,26,Under Investigation
CR003190,Lucknow,26.8054,80.9951,Theft,2023-12-15,2023,12,Friday,16,Industrial,3.7,27,Open
CR003191,Delhi,28.6208,77.2508,Theft,2024-07-30,2024,7,Tuesday,8,Residential,2.3,5,Resolved
CR003192,Ahmedabad,22.9864,72.5236,Fraud,2025-07-26,2025,7,Saturday,14,Residential,2.4,43,Resolved
CR003193,Ahmedabad,23.0346,72.5222,Assault,2024-04-22,2024,4,Monday,12,Commercial,2.1,6,Resolved
CR003194,Lucknow,26.8915,80.9527,Burglary,2025-10-20,2025,10,Monday,22,Commercial,4.0,14,Resolved
CR003195,Lucknow,26.8257,80.9439,Burglary,2024-06-04,2024,6,Tuesday,15,Mixed,2.0,15,Resolved
CR003196,Bangalore,12.9552,77.5788,Robbery,2024-08-30,2024,8,Friday,14,Residential,2.5,30,Resolved
CR003197,Kolkata,22.5276,88.3162,Burglary,2024-01-12,2024,1,Friday,17,Industrial,2.1,44,Open
CR003198,Bangalore,12.9804,77.5474,Vandalism,2025-02-10,2025,2,Monday,11,Residential,4.2,41,Under Investigation
CR003199,Mumbai,19.0392,72.8381,Assault,2024-06-12,2024,6,Wednesday,16,Industrial,4.0,43,Resolved
CR003200,Lucknow,26.8837,80.9136,Theft,2024-07-29,2024,7,Monday,20,Residential,2.2,8,Open
CR003201,Delhi,28.5874,77.226,Domestic Violence,2025-06-10,2025,6,Tuesday,20,Commercial,3.0,9,Open
CR003202,Bangalore,13.0119,77.5574,Theft,2024-04-13,2024,4,Saturday,18,Commercial,4.6,6,Under Investigation
CR003203,Jaipur,26.9102,75.8365,Theft,2024-09-06,2024,9,Friday,13,Mixed,2.6,30,Resolved
CR003204,Kolkata,22.6172,88.363,Assault,2024-03-28,2024,3,Thursday,19,Industrial,2.8,14,Resolved
CR003205,Jaipur,26.9375,75.8085,Assault,2024-06-10,2024,6,Monday,9,Industrial,2.9,33,Resolved
CR003206,Chennai,13.0385,80.2622,Assault,2024-03-20,2024,3,Wednesday,17,Commercial,2.2,16,Resolved
CR003207,Delhi,28.6111,77.16,Theft,2025-08-24,2025,8,Sunday,10,Mixed,2.9,44,Resolved
CR003208,Pune,18.5034,73.8853,Theft,2025-08-07,2025,8,Thursday,17,Commercial,3.0,7,Resolved
CR003209,Kolkata,22.5601,88.3474,Murder,2025-08-13,2025,8,Wednesday,22,Commercial,2.3,31,Resolved
CR003210,Ahmedabad,23.0683,72.5631,Theft,2025-01-03,2025,1,Friday,11,Commercial,2.8,18,Resolved
CR003211,Bangalore,12.9382,77.5773,Theft,2024-10-22,2024,10,Tuesday,15,Commercial,4.8,31,Under Investigation
CR003212,Jaipur,26.8915,75.8069,Domestic Violence,2025-05-17,2025,5,Saturday,19,Commercial,4.4,27,Resolved
CR003213,Chennai,13.0421,80.2827,Robbery,2025-03-28,2025,3,Friday,14,Residential,2.3,11,Under Investigation
CR003214,Lucknow,26.8459,80.9054,Vandalism,2025-10-15,2025,10,Wednesday,15,Industrial,2.7,37,Resolved
CR003215,Hyderabad,17.3878,78.4995,Fraud,2025-05-02,2025,5,Friday,17,Industrial,3.9,22,Under Investigation
CR003216,Ahmedabad,23.0556,72.5547,Theft,2025-06-26,2025,6,Thursday,9,Industrial,4.6,19,Resolved
CR003217,Lucknow,26.8604,80.9271,Theft,2024-04-04,2024,4,Thursday,14,Mixed,4.2,42,Under Investigation
CR003218,Pune,18.5442,73.8799,Domestic Violence,2024-08-02,2024,8,Friday,19,Industrial,2.7,25,Under Investigation
CR003219,Chennai,13.1273,80.2311,Burglary,2025-03-18,2025,3,Tuesday,14,Residential,4.0,22,Resolved
CR003220,Jaipur,26.917,75.8172,Domestic Violence,2025-04-16,2025,4,Wednesday,14,Commercial,2.1,29,Resolved
CR003221,Kolkata,22.5671,88.3878,Domestic Violence,2024-09-16,2024,9,Monday,21,Industrial,2.0,40,Under Investigation
CR003222,Kolkata,22.5759,88.3343,Domestic Violence,2025-10-10,2025,10,Friday,16,Industrial,2.8,40,Resolved
CR003223,Kolkata,22.618,88.337,Theft,2025-08-24,2025,8,Sunday,19,Commercial,3.1,26,Resolved
CR003224,Jaipur,26.879,75.7814,Fraud,2024-06-26,2024,6,Wednesday,10,Industrial,4.3,21,Resolved
CR003225,Mumbai,19.1251,72.8633,Burglary,2023-12-30,2023,12,Saturday,18,Residential,4.0,17,Resolved
CR003226,Kolkata,22.5561,88.3213,Murder,2025-02-25,2025,2,Tuesday,21,Mixed,2.9,39,Resolved
CR003227,Bangalore,13.0209,77.5591,Theft,2025-01-20,2025,1,Monday,16,Industrial,2.9,12,Resolved
CR003228,Lucknow,26.8009,80.9197,Domestic Violence,2025-06-16,2025,6,Monday,9,Commercial,4.9,37,Resolved
CR003229,Chennai,13.0624,80.2357,Theft,2024-12-09,2024,12,Monday,20,Commercial,3.1,25,Under Investigation
CR003230,Ahmedabad,23.0477,72.5541,Assault,2024-01-06,2024,1,Saturday,18,Commercial,2.5,30,Resolved
CR003231,Ahmedabad,23.0435,72.5486,Robbery,2025-05-15,2025,5,Thursday,13,Residential,5.0,43,Under Investigation
CR003232,Bangalore,12.96,77.6279,Fraud,2025-10-23,2025,10,Thursday,16,Mixed,3.7,27,Resolved
CR003233,Lucknow,26.8163,80.942,Fraud,2024-08-13,2024,8,Tuesday,18,Mixed,4.8,37,Resolved
CR003234,Ahmedabad,23.0131,72.5301,Theft,2025-03-21,2025,3,Friday,15,Mixed,2.0,18,Resolved
CR003235,Ahmedabad,23.0234,72.5944,Assault,2025-10-01,2025,10,Wednesday,19,Commercial,3.3,10,Under Investigation
CR003236,Hyderabad,17.3493,78.52,Theft,2025-04-07,2025,4,Monday,10,Mixed,2.9,24,Resolved
CR003237,Kolkata,22.5693,88.3708,Robbery,2025-03-21,2025,3,Friday,14,Mixed,3.7,32,Resolved
CR003238,Chennai,13.0552,80.2797,Theft,2025-07-15,2025,7,Tuesday,18,Residential,4.3,7,Resolved
CR003239,Delhi,28.5865,77.171,Theft,2024-08-26,2024,8,Monday,20,Industrial,3.8,11,Resolved
CR003240,Lucknow,26.8134,80.9236,Theft,2024-04-26,2024,4,Friday,14,Industrial,3.3,23,Under Investigation
CR003241,Mumbai,19.097,72.8483,Theft,2024-04-03,2024,4,Wednesday,11,Residential,2.3,24,Resolved
